packet_loss,seeds,mean_success_rate,variance,stddev
0.0,5,1.0,0.0,0.0
0.05,5,1.0,0.0,0.0
0.1,5,0.98,0.001999999999999999,0.04472135954999579
0.2,5,0.96,0.0029999999999999988,0.0547722557505166
0.3,5,0.8200000000000001,0.06199999999999999,0.24899799195977465
0.4,5,0.64,0.013000000000000003,0.1140175425099138
0.5,5,0.4,0.024999999999999998,0.15811388300841897
